clade_name	MS11669_jun23_under50bp.metaphlan	MS11670_jun23_under50bp.metaphlan	MS11673_jun23_under50bp.metaphlan	MS11674_jun23_under50bp.metaphlan	MS11675_jun23_under50bp.metaphlan	MS11676_jun23_under50bp.metaphlan	MS11677_jun23_under50bp.metaphlan	MS11678_jun23_under50bp.metaphlan	MS11679_jun23_under50bp.metaphlan	MS11683_jun23_under50bp.metaphlan	MS11684_jun23_under50bp.metaphlan	MS11686_jun23_under50bp.metaphlan	MS11770_jun23_under50bp.metaphlan	MS11771_jun23_under50bp.metaphlan	MS11774_jun23_under50bp.metaphlan	MS11775_jun23_under50bp.metaphlan
s__Limimonas_halophila	0.0	0.0	0.01069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB92400_SGB132999	0.0	0.0	0.00489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactococcus_petauri	0.0	0.0	0.0	12.66092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.50995	0.0	0.0
s__Enterococcus_faecalis	0.0	0.0	0.0	5.01954	1.0193	0.0	0.0	0.0451	0.0	0.0	2.6323	0.0	0.0	1.09662	0.03069	0.0
s__Lactococcus_garvieae	0.0	0.0	0.0	1.00256	1.20757	0.0	0.0	0.0	0.0	0.0	0.17758	0.0	0.0	0.09907	0.0	0.0
s__Conchiformibius_steedae	0.0	0.0	0.0	0.87154	0.06868	0.3254	0.52528	0.15671	0.05585	0.06064	0.04124	0.00813	0.00382	0.0	0.0229	0.00544
s__GGB81434_SGB115923	0.0	0.0	0.0	0.78768	0.05217	6.75211	0.0	5.47182	0.0	0.0	0.12831	0.0531	0.0	0.0	0.11195	0.02107
s__GGB72446_SGB99643	0.0	0.0	0.0	0.73698	0.58369	0.14777	0.0	0.02728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00834
s__Canicola_haemoglobinophilus	0.0	0.0	0.0	0.69948	0.03002	0.01053	0.11356	0.01102	0.02013	0.02303	0.0	0.00162	0.0	0.00494	0.0	0.0207
s__Shewanella_morhuae	0.0	0.0	0.0	0.49853	2.08685	0.13232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3526	0.06244	1.07301
s__Psychrobacter_faecalis	0.0	0.0	0.0	0.37487	0.99199	0.77855	0.0	0.4818	0.0	0.0	0.0	0.0	0.0	0.04564	0.00475	0.03054
s__GGB48468_SGB66515	0.0	0.0	0.0	0.30813	0.2166	0.32582	0.31224	0.54623	0.0	0.0	0.0	0.0	0.0	0.04101	0.25538	0.0
s__Helicobacter_ailurogastricus	0.0	0.0	0.0	0.28173	0.01523	0.0418	1.78105	0.0	0.0	0.0	0.05346	0.35233	0.0	0.02913	0.0	0.0
s__Kurthia_zopfii	0.0	0.0	0.0	0.26795	2.36124	0.32488	0.0	0.59587	0.29821	0.31278	0.0	0.0	0.00229	0.07823	0.33373	0.0
s__Gemella_palaticanis	0.0	0.0	0.0	0.26028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Terrisporobacter_mayombei	0.0	0.0	0.0	0.234	0.0	0.07271	0.0	0.08772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Shewanella_glacialipiscicola	0.0	0.0	0.0	0.20329	0.00671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0162
s__Zhenhengia_yiwuensis	0.0	0.0	0.0	0.15043	0.0	0.05405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Salinicoccus_sp_YB14_2	0.0	0.0	0.0	0.13718	0.0	0.00184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Psychrobacter_immobilis	0.0	0.0	0.0	0.13483	2.25637	0.255	0.0	0.50734	0.0	0.0	0.0	0.0	0.0	0.31085	0.06317	1.07414
s__Glutamicibacter_ardleyensis	0.0	0.0	0.0	0.1091	0.25725	0.25177	0.0	1.22812	0.0	0.0	0.0	0.0	0.0	0.5716	0.02857	0.48471
s__Pasteurella_dagmatis	0.0	0.0	0.0	0.09454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Vagococcus_fessus	0.0	0.0	0.0	0.09127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_NSJ_6	0.0	0.0	0.0	0.08712	0.0184	0.0948	0.0	0.19242	1.00801	0.95883	0.0	0.0	0.0	0.0	0.0	0.0
s__Psychrobacter_maritimus	0.0	0.0	0.0	0.07956	0.23962	0.31745	0.0	0.14255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30323
s__Phocaeicola_faecicola	0.0	0.0	0.0	0.06384	0.0	0.0	0.0	0.0	0.35909	0.78521	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1379_SGB48439	0.0	0.0	0.0	0.05527	0.081	0.0	0.0	0.61249	0.05498	0.14408	5.25625	2.78007	0.54688	0.03804	3.61302	0.0
s__Frederiksenia_canicola	0.0	0.0	0.0	0.04246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Escherichia_fergusonii	0.0	0.0	0.0	0.04118	0.01115	0.01515	0.0	0.0	0.0	0.0	0.15156	0.0	0.0	0.14052	0.0	0.0
s__Helicobacter_bilis	0.0	0.0	0.0	0.04035	0.10632	0.0	0.0	0.04101	0.00402	0.00628	0.0	0.0	0.0	0.0	0.24844	0.02847
s__GGB33657_SGB47663	0.0	0.0	0.0	0.03897	1.45601	0.0	0.12737	0.18453	1.66919	2.82474	0.11922	0.35208	0.52751	0.0	0.01881	0.03882
s__Kurthia_sibirica	0.0	0.0	0.0	0.03437	0.06408	0.0	0.0	0.23318	0.0	0.0	0.0	0.0	0.0	0.26994	0.0	0.0
s__Moraxella_sp_VT_16_12	0.0	0.0	0.0	0.03435	0.0	0.01019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_minor	0.0	0.0	0.0	0.03181	0.00274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05643	0.0	0.00339
s__Brevibacterium_aurantiacum	0.0	0.0	0.0	0.02817	0.0	0.09719	0.09138	0.0	0.0	0.0	0.0	0.0	0.0	0.00333	0.0	0.0
s__GGB4379_SGB70926	0.0	0.0	0.0	0.02628	0.73473	0.32938	0.45149	0.2591	0.06689	0.10766	1.36206	0.47396	0.0	0.00119	0.8526	0.22642
s__Schaalia_canis	0.0	0.0	0.0	0.02141	0.00169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Neisseria_dumasiana	0.0	0.0	0.0	0.01461	0.0	0.02522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_paraputrificum	0.0	0.0	0.0	0.01337	0.0	0.12949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptobacillus_canis	0.0	0.0	0.0	0.00847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parageobacillus_toebii	0.0	0.0	0.0	0.00706	0.0	0.0	0.0	0.13178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_australis	0.0	0.0	0.0	0.00627	0.00307	0.0	0.0	0.03812	0.0	0.0	0.0	0.0	0.0	0.02765	0.0	0.00936
s__Pseudomonas_fragi	0.0	0.0	0.0	0.0	3.10576	0.04457	0.0	0.02911	0.0	0.0	0.0	0.0	0.0	0.20415	0.0	0.00699
s__Alcaligenes_faecalis	0.0	0.0	0.0	0.0	1.32109	0.0	0.0	0.0	0.02549	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB47148_SGB47368	0.0	0.0	0.0	0.0	1.14888	0.0	0.02438	0.0	0.0	0.0	0.01466	2.52387	0.0	0.0	0.01162	13.68334
s__GGB3550_SGB4746	0.0	0.0	0.0	0.0	1.01087	0.04605	0.02592	0.00981	0.39222	0.31915	0.36142	0.93421	0.0	0.0	0.62111	0.3638
s__Yersinia_frederiksenii	0.0	0.0	0.0	0.0	0.97133	0.0	0.00934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Weissella_soli	0.0	0.0	0.0	0.0	0.65676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Microterricola_pindariensis	0.0	0.0	0.0	0.0	0.64116	0.01478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04258	0.0	0.00141
s__Blautia_SGB4793	0.0	0.0	0.0	0.0	0.60527	0.20586	0.0	0.22666	0.09051	0.23844	0.13549	0.23044	0.0	0.0	0.00877	0.17893
s__Vagococcus_fluvialis	0.0	0.0	0.0	0.0	0.60247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Proteus_vulgaris	0.0	0.0	0.0	0.0	0.59829	0.0	0.0	0.0	0.00616	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4593_SGB6353	0.0	0.0	0.0	0.0	0.57308	0.02993	0.0	0.03867	0.0	0.0	0.35895	1.86626	0.0	0.0108	2.7139	0.16441
s__Blautia_hansenii	0.0	0.0	0.0	0.0	0.56205	0.22827	0.0	0.48494	0.22559	0.34953	0.38099	0.19686	0.00975	0.0	0.06249	0.1592
s__GGB78706_SGB106379	0.0	0.0	0.0	0.0	0.52972	0.0	0.0	0.0	0.0	0.0	0.44904	0.0	0.0	0.0	0.62377	0.87493
s__Blautia_caecimuris	0.0	0.0	0.0	0.0	0.48309	0.08848	0.0	0.0	0.01108	0.0297	0.06182	1.13546	0.0	0.02055	0.26602	1.18936
s__Providencia_rustigianii	0.0	0.0	0.0	0.0	0.47533	0.23722	0.0	0.0	0.01418	0.02422	0.0	0.0	0.0	0.30268	0.0532	0.0
s__Acinetobacter_sp_ANC_3781	0.0	0.0	0.0	0.0	0.32542	0.01812	0.0	0.03536	0.0	0.0	0.0	0.0	0.0	3.04242	0.0	0.0
s__Psychrobacter_aquimaris	0.0	0.0	0.0	0.0	0.28898	0.0	0.0	0.00494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01093
s__Algoriella_xinjiangensis	0.0	0.0	0.0	0.0	0.26924	0.09547	0.0	0.00881	0.0	0.0	0.0	0.0	0.0	0.00666	0.0	0.0
s__Amedibacterium_intestinale	0.0	0.0	0.0	0.0	0.24798	0.92686	0.0	0.05678	0.01598	0.01004	1.03634	0.64978	0.38768	0.0	0.1569	1.02372
s__Pseudoalteromonas_nigrifaciens	0.0	0.0	0.0	0.0	0.24584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64294
s__Sphingobacterium_sp_ML3W	0.0	0.0	0.0	0.0	0.24502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.00681
s__Enterocloster_hominis	0.0	0.0	0.0	0.0	0.23429	0.0	0.0	0.02651	0.24675	0.07962	0.0	0.32561	0.0	0.0	0.96457	0.37598
s__GGB41473_SGB58537	0.0	0.0	0.0	0.0	0.21916	0.0	0.0	0.05055	0.00427	0.00225	0.0	0.0	0.0	0.0	0.09304	0.40143
s__Plesiomonas_shigelloides	0.0	0.0	0.0	0.0	0.2068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_helleri	0.0	0.0	0.0	0.0	0.19251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.01216
s__Psychrobacillus_psychrotolerans	0.0	0.0	0.0	0.0	0.18998	0.0	0.0	0.0	0.0	0.0	0.01343	0.0	0.0	0.02746	0.0	0.11929
s__Enterococcus_hirae	0.0	0.0	0.0	0.0	0.18883	0.34173	0.0	0.00944	0.0	0.0	0.30979	0.55861	0.56045	0.0	0.06784	0.0
s__Firmicutes_unclassified_SGB47660	0.0	0.0	0.0	0.0	0.18808	0.08453	0.06234	0.17411	0.26771	0.34317	0.27016	0.5565	0.0	0.01828	2.0987	3.41166
s__Citrobacter_tructae	0.0	0.0	0.0	0.0	0.18645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Microbacterium_aerolatum	0.0	0.0	0.0	0.0	0.17857	0.0	0.0	0.0	0.0	0.0	0.30765	0.0	0.91258	0.02004	0.0	0.00538
s__GGB3680_SGB4994	0.0	0.0	0.0	0.0	0.17413	0.02922	0.19626	0.07439	0.0346	0.01366	0.0	0.02402	0.0	0.0	1.95229	2.43923
s__GGB79299_SGB105707	0.0	0.0	0.0	0.0	0.17063	0.16386	0.046	0.0	0.0	0.0	0.0523	0.0	0.0	0.0	0.06002	0.61911
s__Enterobacter_ludwigii	0.0	0.0	0.0	0.0	0.16973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25282	0.0	0.0
s__Flavobacterium_macacae	0.0	0.0	0.0	0.0	0.15982	0.08079	0.0	0.00808	0.0	0.0	0.0	0.0	0.7802	0.87031	0.0	0.07864
s__Vagococcus_martis	0.0	0.0	0.0	0.0	0.15226	0.0	0.0	0.0	0.0	0.01535	0.0	0.0	0.0	0.28269	0.0	0.0
s__Firmicutes_bacterium	0.0	0.0	0.0	0.0	0.1517	0.02217	0.0	0.0	0.08401	0.26972	0.0	0.64498	0.0	0.01706	0.21609	0.0581
s__Pseudomonas_saxonica	0.0	0.0	0.0	0.0	0.15117	0.0	0.0	0.00492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00278
s__Leucobacter_salsicius	0.0	0.0	0.0	0.0	0.15115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0091	0.0233	0.00428	0.15542
s__Microbacterium_sp_Root61	0.0	0.0	0.0	0.0	0.12734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Mediterraneibacter_glycyrrhizinilyticus	0.0	0.0	0.0	0.0	0.12077	0.1799	0.0	0.0	0.0	0.03274	0.09084	0.27124	0.0	0.0	0.08051	0.10461
s__Shewanella_baltica	0.0	0.0	0.0	0.0	0.12014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.10256	0.0	0.00216
s__GGB74511_SGB47635	0.0	0.0	0.0	0.0	0.11141	0.0	0.0	0.0	0.08801	0.12098	0.0	0.09779	0.0	0.0	0.10596	0.07406
s__Macrococcus_caseolyticus	0.0	0.0	0.0	0.0	0.10583	0.0	0.0	0.06015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB79384_SGB106011	0.0	0.0	0.0	0.0	0.09497	0.0	0.0	0.0	0.06117	0.07645	0.0	0.04397	0.0	0.05112	0.00502	0.42739
s__Stenotrophomonas_terrae	0.0	0.0	0.0	0.0	0.09374	0.01724	0.0	0.00225	0.30676	0.01229	0.0	0.0	5.16125	0.51785	0.0	0.0
s__Carnobacterium_maltaromaticum	0.0	0.0	0.0	0.0	0.08076	0.0	0.0	0.00284	0.0	0.0	0.0	0.0	0.0	0.01778	0.0	0.28529
s__Clostridiaceae_unclassified_SGB66046	0.0	0.0	0.0	0.0	0.06887	0.0499	0.0	0.0	0.0	0.0	0.00781	0.03251	0.0	0.0	0.02671	0.06653
s__Vagococcus_lutrae	0.0	0.0	0.0	0.0	0.06761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Acinetobacter_lwoffii	0.0	0.0	0.0	0.0	0.06541	0.01887	0.0	0.0074	0.0	0.0	0.0	0.0	0.0	0.06638	0.0	0.0
s__Campylobacter_lari	0.0	0.0	0.0	0.0	0.06426	0.0	0.0	0.0	0.14252	0.304	0.0	0.0	0.0	0.0	0.0	0.0
s__Erysipelothrix_rhusiopathiae	0.0	0.0	0.0	0.0	0.06394	0.0	0.0	0.01578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Arcanobacterium_phocae	0.0	0.0	0.0	0.0	0.06314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7738	0.0	0.0	0.0
s__Pseudomonas_weihenstephanensis	0.0	0.0	0.0	0.0	0.06197	0.12763	0.0	0.0079	0.0	0.0	0.0	0.0	0.0	0.6018	0.0	0.0007
s__Pseudomonas_lundensis	0.0	0.0	0.0	0.0	0.05572	0.0	0.0	0.03299	0.0	0.0	0.0	0.0	0.27323	0.40323	0.0	0.0
s__Acinetobacter_pragensis	0.0	0.0	0.0	0.0	0.0555	0.11241	0.0	0.00212	0.01713	0.0	0.02271	0.0	0.05841	0.0115	0.03742	0.0
s__GGB25053_SGB106016	0.0	0.0	0.0	0.0	0.05544	0.02971	0.0	0.0	0.01214	0.06084	0.01872	0.04879	0.0	0.0	0.05023	0.30692
s__Microbacterium_sp_Bi121	0.0	0.0	0.0	0.0	0.04988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Oerskovia_jenensis	0.0	0.0	0.0	0.0	0.04487	0.0	0.01674	0.0	0.19473	0.00965	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4379_SGB6025	0.0	0.0	0.0	0.0	0.04309	0.07175	0.0	0.02221	0.0	0.0	0.08174	0.0	0.0	0.0	0.04999	0.01617
s__Bacteroides_uniformis	0.0	0.0	0.0	0.0	0.04218	0.02269	0.00473	0.022	0.0	0.0	0.02706	0.35112	0.08124	0.00412	0.27683	0.08332
s__Slackia_SGB14780	0.0	0.0	0.0	0.0	0.04135	0.0	0.0	0.0	0.0	0.0	0.0	0.23217	0.0	0.0	0.0	0.14925
s__Clostridium_sp_AT4	0.0	0.0	0.0	0.0	0.04108	0.12266	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0	0.02769	0.01317
s__Microbacterium_murale	0.0	0.0	0.0	0.0	0.03914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Coprococcus_SGB106014	0.0	0.0	0.0	0.0	0.03856	0.0	0.02571	0.01207	0.06392	0.03611	0.08401	0.53027	0.0	0.0	0.79378	0.34757
s__Gordonia_sp_HY002	0.0	0.0	0.0	0.0	0.03822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Rheinheimera_salexigens	0.0	0.0	0.0	0.0	0.03504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03117
s__GGB52165_SGB72910	0.0	0.0	0.0	0.0	0.03373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Vagococcus_salmoninarum	0.0	0.0	0.0	0.0	0.03246	0.0	0.0	0.10499	0.0	0.0	0.0	0.0	0.0	0.0159	0.0	0.04081
s__Citrobacter_sp_Res13_Sevr_PEB04_36	0.0	0.0	0.0	0.0	0.03103	0.03039	0.0	0.0	0.0	0.0	0.03313	0.0	0.0	0.0	0.05705	0.0
s__Stenotrophomonas_daejeonensis	0.0	0.0	0.0	0.0	0.02964	0.0	0.0	0.0	0.02889	0.0	0.0	0.0	0.0	0.11841	0.0	0.0
s__Providencia_heimbachae	0.0	0.0	0.0	0.0	0.02918	0.0	0.0	0.01706	0.0	0.0	0.0	0.0	0.0	0.38595	0.0	0.0
s__GGB77482_SGB107008	0.0	0.0	0.0	0.0	0.02879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02872	0.0
s__Streptomyces_microflavus	0.0	0.0	0.0	0.0	0.02808	0.0	0.0	0.0	0.0	0.00532	0.0	0.0	0.0	0.0	0.02003	0.0
s__Microterricola_viridarii	0.0	0.0	0.0	0.0	0.02751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB49980_SGB69981	0.0	0.0	0.0	0.0	0.02716	0.0	0.0	0.14369	0.02266	0.12295	0.0	0.0	0.02628	0.0	0.28513	0.0
s__Butyricicoccus_SGB14985	0.0	0.0	0.0	0.0	0.02697	0.0	0.0	0.0	0.0	0.0	0.0	0.0619	0.0	0.0	0.02088	0.01375
s__Psychrobacter_sp_FME5	0.0	0.0	0.0	0.0	0.02614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00903
s__Psychrobacter_cryohalolentis	0.0	0.0	0.0	0.0	0.02373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024
s__Acinetobacter_pseudolwoffii	0.0	0.0	0.0	0.0	0.02324	0.03286	0.0	0.02982	0.0	0.0	0.0	0.0	0.07312	0.01575	0.0	0.0
s__Psychrobacter_namhaensis	0.0	0.0	0.0	0.0	0.02302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00534
s__Arthrobacter_beigongshangensis	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3550_SGB4747	0.0	0.0	0.0	0.0	0.02138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00705
s__GGB3819_SGB5184	0.0	0.0	0.0	0.0	0.02134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04897
s__Blautia_sp_Marseille_P3201T	0.0	0.0	0.0	0.0	0.02104	0.00541	0.0	0.02954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00828
s__GGB81431_SGB70925	0.0	0.0	0.0	0.0	0.0208	0.92884	0.0	0.2788	0.0	0.0	0.0	0.0	0.0	0.0	0.01242	0.00671
s__Psychrobacter_phenylpyruvicus	0.0	0.0	0.0	0.0	0.0203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1379_SGB1880	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.14772	0.0	0.04441	0.96095	0.9061	0.13144	0.0	0.93167	0.0
s__Hydrogenoanaerobacterium_saccharovorans	0.0	0.0	0.0	0.0	0.01996	0.0	0.0	0.0	0.0	0.0	0.0	0.0226	0.0	0.0	0.0	0.00042
s__Yersinia_alsatica	0.0	0.0	0.0	0.0	0.01988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Psychrobacter_sp_DAB_AL32B	0.0	0.0	0.0	0.0	0.01855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0066
s__Psychrobacter_sp_FME13	0.0	0.0	0.0	0.0	0.01744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00156
s__Rhodococcus_sp_ARC_M6	0.0	0.0	0.0	0.0	0.01712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3576_SGB4784	0.0	0.0	0.0	0.0	0.01642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01729
s__Psychrobacter_celer	0.0	0.0	0.0	0.0	0.01504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Phocea_massiliensis	0.0	0.0	0.0	0.0	0.01487	0.0	0.0	0.0	0.0	0.0	0.0	0.0175	0.0	0.0	0.03889	0.06072
s__Psychrobacillus_sp_BL_248_WT_3	0.0	0.0	0.0	0.0	0.01464	0.00873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00876	0.0	0.0
s__Streptomyces_halstedii	0.0	0.0	0.0	0.0	0.01387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alcaligenes_aquatilis	0.0	0.0	0.0	0.0	0.01369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB45559_SGB63246	0.0	0.0	0.0	0.0	0.01328	0.0	0.05633	0.0	0.0	0.0	0.0	0.19272	0.0	0.0	0.02113	0.08172
s__Peptacetobacter_SGB6132	0.0	0.0	0.0	0.0	0.0129	0.01665	0.0	0.0	0.52207	0.67095	0.18029	0.11164	0.0	0.0	0.00477	0.01787
s__Psychrobacter_luti	0.0	0.0	0.0	0.0	0.01267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3548_SGB4744	0.0	0.0	0.0	0.0	0.01226	0.0	0.0	0.0	0.0	0.0	0.02882	0.01827	0.0	0.0	0.04602	0.23864
s__Pseudomonas_taetrolens	0.0	0.0	0.0	0.0	0.01171	0.0	0.0	0.03872	0.0	0.0	0.0	0.0	0.0	0.69698	0.0	0.0
s__Microterricola_gilva	0.0	0.0	0.0	0.0	0.01152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Salinibacterium_hongtaonis	0.0	0.0	0.0	0.0	0.01146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Acinetobacter_albensis	0.0	0.0	0.0	0.0	0.01137	0.0	0.0	0.03892	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0
s__GGB81431_SGB115918	0.0	0.0	0.0	0.0	0.01131	14.31497	0.0	3.4611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB48667_SGB72905	0.0	0.0	0.0	0.0	0.01113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00888
s__Acinetobacter_sp_ANC_3832	0.0	0.0	0.0	0.0	0.01111	0.0126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sardiniense	0.0	0.0	0.0	0.0	0.0111	0.0	0.0	0.0	0.0	0.0	0.0	0.00788	0.0	0.0	0.0	0.00305
s__Psychrobacter_glaciei	0.0	0.0	0.0	0.0	0.01095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00196
s__Psychrobacter_sp_NG254	0.0	0.0	0.0	0.0	0.01071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00079
s__Paeniglutamicibacter_kerguelensis	0.0	0.0	0.0	0.0	0.01064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB71766_SGB98730	0.0	0.0	0.0	0.0	0.01056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05001
s__GGB49922_SGB69917	0.0	0.0	0.0	0.0	0.00978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_eggerthii	0.0	0.0	0.0	0.0	0.00964	0.0	0.03386	0.00086	0.0	0.0	0.0	0.0	0.0	0.0	0.0511	0.03015
s__Pseudomonas_deceptionensis	0.0	0.0	0.0	0.0	0.00938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Slackia_faecicanis	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3600_SGB4861	0.0	0.0	0.0	0.0	0.00872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01201	0.07991
s__Nitrosarchaeum_koreense	0.0	0.0	0.0	0.0	0.00853	0.0	0.37526	0.0	0.10115	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paraprevotella_xylaniphila	0.0	0.0	0.0	0.0	0.00836	0.0	0.0	0.00803	0.0	0.0	0.0	0.0662	0.0	0.0	0.00701	0.0
s__Sporosarcina_quadrami	0.0	0.0	0.0	0.0	0.00815	0.0	0.0	0.0	0.0	0.0	0.0595	0.0	0.0	0.0	0.0	0.0
