clade_name	SRR14842325_jun23_nreads.metaphlan	SRR14842328_jun23_nreads.metaphlan	SRR14842338_jun23_nreads.metaphlan	SRR14842341_jun23_nreads.metaphlan	SRR14842352_jun23_nreads.metaphlan	SRR14842361_jun23_nreads.metaphlan	SRR14842362_jun23_nreads.metaphlan	SRR14842364_jun23_nreads.metaphlan	SRR14842368_jun23_nreads.metaphlan	SRR14842376_jun23_nreads.metaphlan	SRR14842383_jun23_nreads.metaphlan	SRR14842385_jun23_nreads.metaphlan	SRR14842389_jun23_nreads.metaphlan	SRR14842396_jun23_nreads.metaphlan	SRR14842399_jun23_nreads.metaphlan	SRR14842401_jun23_nreads.metaphlan	SRR14842403_jun23_nreads.metaphlan	SRR14842426_jun23_nreads.metaphlan	SRR1944873_jun23_nreads.metaphlan	SRR1952058_jun23_nreads.metaphlan	SRR1952418_jun23_nreads.metaphlan	SRR1952501_jun23_nreads.metaphlan	SRR1952518_jun23_nreads.metaphlan	SRR1952531_jun23_nreads.metaphlan	SRR1952562_jun23_nreads.metaphlan	SRR2175647_jun23_nreads.metaphlan	SRR2175649_jun23_nreads.metaphlan	SRR2175658_jun23_nreads.metaphlan	SRR2175723_jun23_nreads.metaphlan	SRR2175724_jun23_nreads.metaphlan	SRR2175749_jun23_nreads.metaphlan	SRR2175755_jun23_nreads.metaphlan	SRR2175756_jun23_nreads.metaphlan	SRR2175764_jun23_nreads.metaphlan	SRR2175766_jun23_nreads.metaphlan	SRR2175773_jun23_nreads.metaphlan	SRR2175774_jun23_nreads.metaphlan	SRR2175792_jun23_nreads.metaphlan
s__GGB1153_SGB1481	0.0	0.11642	0.0	0.0	6.54162	1.7165	0.56294	2.017	8.42921	0.0	0.10438	0.0	4.90803	0.0	0.0	1.34442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Mogibacterium_kristiansenii	0.0	0.10962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerobutyricum_soehngenii	0.0	0.09988	0.47354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02074	0.10562	0.0	0.0	0.0	0.0	0.10629	0.0	0.0	0.0	0.04772	0.0	0.0	0.0	0.0	0.0	0.0	0.52285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Escherichia_sp_MOD1_EC7003	0.0	0.09018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Methanobrevibacter_smithii	0.0	0.07863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB6013_SGB8644	0.0	0.07541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Fusobacterium_varium	0.0	0.07141	0.0	0.6397	0.0	0.0	0.0	0.0	0.0	0.26206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Giardia_intestinalis_group_2	0.0	0.06716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Senegalimassilia_faecalis	0.0	0.06388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_salivarius	0.0	0.0633	0.17047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18159	0.0	0.0	0.0	0.0	0.0	0.02613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Oliverpabstia_intestinalis	0.0	0.06247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28645	0.0	0.0	0.0	0.0	0.0	0.00448	0.0	0.0	0.0	0.0108	0.0	0.0	0.01217	0.0	0.14568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Catenibacterium_mitsuokai	0.0	0.06196	0.96381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Coprococcus_SGB106014	0.0	0.06102	0.0	0.28951	0.09129	0.19386	0.20034	0.0	0.0	0.0	0.0	0.0	0.0141	0.0	0.0	0.08826	0.0	0.01206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ligilactobacillus_salivarius	0.0	0.05937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_senegalensis	0.0	0.05508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04305	0.39416	0.0	0.0	0.0	0.0	0.0	0.23866	0.0	0.0	0.0	0.00531	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Megasphaera_sp_NM10	0.0	0.05396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02379	1.44549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_anseris	0.0	0.05095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1550_SGB2135	0.0	0.04828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Erysipelotrichaceae_bacterium_7770_A6	0.0	0.04823	0.28236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_NSJ_42	0.0	0.04531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_sp_MCC283	0.0	0.04426	0.05691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Collinsella_bouchesdurhonensis	0.0	0.04282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lachnospiraceae_unclassified_SGB65957	0.0	0.03434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02536	0.0	0.0	0.0	0.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Limosilactobacillus_reuteri	0.0	0.03162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerobutyricum_hallii	0.0	0.02904	0.00335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3429_SGB71704	0.0	0.02881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00576	0.0	0.0	0.0	0.0	0.0	0.00239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Baileyella_intestinalis	0.0	0.02607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_inulinivorans	0.0	0.02556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13048	0.0	0.0	0.69034	0.04139	0.37022	2.17501	0.0	0.0	0.0	0.0	0.0	0.01905	0.00618	0.0	0.24429	0.0	0.0	0.0	0.0276
s__Coprococcus_comes	0.0	0.02435	0.02666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61163	0.0	0.0	0.0	0.0	0.0	0.06936	0.0	0.0	0.0	0.07345	0.0	0.0	0.03243	0.0	0.57738	0.08441	1.66931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Slackia_isoflavoniconvertens	0.0	0.02196	0.05452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Faecalibacterium_prausnitzii	0.0	0.02109	0.0	0.08853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02545	0.0	0.0	0.0	0.0	0.0	0.03838	1.42132	2.84045	6.29291	2.166	0.69285	0.84458	0.0	0.12394	8.38886	1.56202	1.11371	0.30837	0.0	5.64647	0.70312	0.97498	1.35062	0.38392	3.6289
s__Lachnospira_pectinoschiza	0.0	0.01755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05937	0.0	0.0	0.19693	0.0	0.0	0.0	0.0	0.60646	0.0	0.0	0.0	0.01893	0.42514	0.0	0.0	0.0
s__Mediterraneibacter_sp_NSJ_151	0.0	0.01261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lentihominibacter_faecis	0.0	0.00848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01543	0.0	0.0	0.01572	0.0	0.17435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_SGB6179	0.0	0.00607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01972	0.0	0.0	0.0	0.0	0.0	0.00275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_SGB4815	0.0	0.00497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_glucerasea	0.0	0.00482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02104	0.0	0.0	0.05142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04616	0.0
s__Bifidobacterium_breve	0.0	0.00471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Faecalibacterium_SGB15346	0.0	0.00439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17033	0.0	0.0	1.06073	0.0	0.09607	0.0	0.0	0.14379	2.2373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10114
s__Alistipes_putredinis	0.0	0.00387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06096	6.81833	6.82759	7.93115	0.57366	0.0	0.0	9.655	5.05161	2.28168	5.37689	2.0026	2.93317	1.82856	0.67438	1.64156	3.2591	15.3985	3.98413	2.08074	3.23888
s__Dorea_sp_AF36_15AT	0.0	0.00383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02753	0.02206	0.0	0.0	0.0	0.0	0.01391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_SGB29100	0.0	0.00287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_faecicola	0.0	0.00164	0.07543	0.00259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sarcina_ventriculi	0.0	0.0	7.20126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactococcus_garvieae	0.0	0.0	5.78238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Leuconostoc_lactis	0.0	0.0	2.39062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00784	0.0	0.25117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Collinsella_stercoris	0.0	0.0	1.62864	0.0	0.0	11.58925	28.24722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_infantarius	0.0	0.0	1.59239	0.0	0.0	0.40863	0.13243	6.00198	0.43472	0.0	1.81737	0.14235	0.0	0.0	2.42035	10.97642	28.47185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Weissella_confusa	0.0	0.0	1.24258	0.0	0.0	0.00448	0.0	0.0	0.0	0.0	0.02253	0.00155	0.0	0.02873	0.04363	0.10122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerobiospirillum_succiniciproducens	0.0	0.0	1.0658	0.0	0.0	0.0	0.0	0.0	0.0	3.88764	0.0	0.0	0.52958	0.0	0.0	0.81682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_SGB47280	0.0	0.0	0.51688	0.0	0.0	0.0	0.0	0.00384	0.2693	0.0	0.0	0.0	0.0	0.0	0.0	0.01793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Collinsella_tanakaei	0.0	0.0	0.43917	0.0	0.0	0.56827	4.3657	0.0	0.1072	0.0	0.0	0.0	0.0	0.0	0.0	0.63585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Weissella_cibaria	0.0	0.0	0.42278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_tertium	0.0	0.0	0.39665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB79419_SGB105985	0.0	0.0	0.31561	0.0	0.01321	0.0	0.0	0.0	0.10141	0.09745	0.0	0.0	0.03574	0.16186	0.0	0.63723	0.0	0.26457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4644_SGB6428	0.0	0.0	0.30365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3256_SGB4303	0.0	0.0	0.2384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12828	0.03004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31176	0.0	0.03711	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Brachybacterium_paraconglomeratum	0.0	0.0	0.21321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB48227_SGB66234	0.0	0.0	0.21144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Phocaeicola_coprocola	0.0	0.0	0.1788	0.04162	0.02644	1.11073	0.32779	0.31673	0.28204	1.65776	0.0	0.0	0.27649	0.04823	0.0	0.07616	0.24421	0.20763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.96865	0.0	0.0	0.0
s__GGB4593_SGB6353	0.0	0.0	0.15374	0.15552	0.13103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1379_SGB48439	0.0	0.0	0.12957	0.0	0.0	0.08179	0.02391	0.91804	0.50058	4.10251	0.07712	0.0	0.05129	1.07874	0.0	0.0	0.0	1.52954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paratractidigestivibacter_faecalis	0.0	0.0	0.11508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerostipes_hadrus	0.0	0.0	0.07755	0.00674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4075	0.0	0.0	0.04842	0.0	1.362	0.00992	3.46369	0.0	0.0	0.0	0.0	0.04241	0.0	0.0	0.0	0.0
s__Lactococcus_lactis	0.0	0.0	0.07053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_gallolyticus	0.0	0.0	0.06503	5.18647	0.42608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Mediterraneibacter_glycyrrhizinilyticus	0.0	0.0	0.05437	0.0	0.0	0.09184	0.40748	0.0	0.08988	0.39195	0.0	0.0	0.0	0.0	0.0	0.17493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parolsenella_SGB14378	0.0	0.0	0.03437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Coprococcus_eutactus	0.0	0.0	0.03151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01153	0.0	0.0	0.0	0.0	0.0	0.01819	0.76866	0.0	0.0	0.0	0.0	0.0	0.0	0.16298
s__Eubacterium_ramulus	0.0	0.0	0.02784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05058	0.01674	0.0	0.0	0.0	0.0	0.00467	0.0	0.0	0.0	0.08513	0.0	0.0	0.05081	0.0	0.11401	0.0	0.49486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Fusicatenibacter_saccharivorans	0.0	0.0	0.02695	0.03264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04199	0.26865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16928	0.0	0.0	0.03014	0.0	0.3309	0.14959	0.37049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_obeum	0.0	0.0	0.02259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03006	0.0	0.0	0.0	0.0	0.0	0.00394	0.0	0.0	0.0	0.0	0.0	0.0	0.03768	0.0	0.0	0.0	0.15719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB48159_SGB105302	0.0	0.0	0.01542	0.14647	0.2339	0.0	0.0	0.0	0.13508	0.2089	0.0	0.0	0.0	0.11385	0.0	0.24637	0.0	0.09175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Brachybacterium_massiliense	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Nesterenkonia_sedimenti	0.0	0.0	0.00628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1379_SGB1880	0.0	0.0	0.00408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2161	0.0	0.0	0.0	0.34835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
