clade_name	MS11669_jun23_over50bp.metaphlan	MS11670_jun23_over50bp.metaphlan	MS11673_jun23_over50bp.metaphlan	MS11674_jun23_over50bp.metaphlan	MS11675_jun23_over50bp.metaphlan	MS11676_jun23_over50bp.metaphlan	MS11677_jun23_over50bp.metaphlan	MS11678_jun23_over50bp.metaphlan	MS11679_jun23_over50bp.metaphlan	MS11683_jun23_over50bp.metaphlan	MS11684_jun23_over50bp.metaphlan	MS11686_jun23_over50bp.metaphlan	MS11770_jun23_over50bp.metaphlan	MS11771_jun23_over50bp.metaphlan	MS11774_jun23_over50bp.metaphlan	MS11775_jun23_over50bp.metaphlan
s__Phocaeicola_plebeius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1239_SGB1657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1248_SGB1669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3429_SGB71704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Moellerella_wisconsensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerobutyricum_soehngenii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02216	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0
s__Alistipes_shahii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11668
s__GGB1629_SGB2237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1146_SGB1472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1266_SGB1699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Mammaliicoccus_vitulinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9747_SGB15355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_taetrolens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00942	0.0	0.0	0.0	0.0	0.0	0.83982	0.0	0.0
s__GGB3730_SGB5060	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_sp_Marseille_P4119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Oscillibacter_valericigenes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3717_SGB5040	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9383_SGB72489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB91397_SGB134825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00178	0.0	0.00472	0.0	0.0	0.0	0.0	0.0	0.0
s__Rhodococcus_gordoniae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.93235	4.58075	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_nitrititolerans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.3381	3.51386	0.0	0.0	0.0	0.0	0.0	0.0
s__Providencia_alcalifaciens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.2144	8.29995	0.07693	0.0	0.0	0.0	0.0	0.0
s__Timonella_senegalensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27968	1.6973	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB32910_SGB54460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59454	1.18912	1.52914	0.54278	0.0	0.0	0.0	0.0
s__GGB50802_SGB106454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33542	1.11915	3.64633	0.08602	0.0	0.0	0.0	0.0
s__Pseudomonas_mangrovi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04189	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Comamonas_avium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94549	0.0	0.0	0.0	0.36503	0.26435	0.0	0.0
s__Flavimobilis_rhizosphaerae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.699	0.1675	0.0	0.0	0.0	0.0	0.0	0.0
s__Aquamicrobium_aerolatum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60718	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Cellulosimicrobium_cellulans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57766	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomadura_citrea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51672	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Nonomuraea_cavernae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40779	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lysobacter_sp_HDW10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35756	0.73697	0.0	0.0	0.0	0.0	0.0	0.0
s__Peptacetobacter_SGB6132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34318	0.59676	0.0681	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_sp_OF04_15BH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22364	0.49502	0.0	0.43976	0.0	0.0	0.0	0.0
s__Sphingobacterium_mizutaii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21349	0.03516	0.0	0.0	0.0	0.0	0.0	0.0
s__Phocaeicola_faecicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18587	0.5135	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptomyces_rutgersensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17132	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prescottella_defluvii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11729	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptomyces_albidoflavus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1142	0.0	0.0	0.75698	0.0	0.0	0.0	0.0
s__Edwardsiella_hoshinae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09995	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Erysipelothrix_inopinata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0802	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_suis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07786	0.21624	0.0	0.04081	0.0	0.0	0.0	0.0
s__Oerskovia_douganii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07138	0.23037	0.0	0.0	0.0	0.0	0.0	0.0
s__Luteimonas_sp_MC1750	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06039	0.42992	0.0	0.0	0.0	0.0	0.0	0.0
s__Flavimobilis_soli	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05264	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Chryseobacterium_lacus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04331	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_saudiphocaensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03668	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingobacterium_bovisgrunnientis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0298	0.0	0.08375	0.0	0.0	0.0	0.0	0.0
s__Micromonospora_jinlongensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02305	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Comamonas_aquatica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01034	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptosporangium_amethystogenes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB53673_SGB74810	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27851	0.0	0.0	0.0	0.0	0.0	0.0
s__Hyphomicrobium_album	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06097	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptosporangium_roseum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05564	0.0	0.01476	0.0	0.0	0.0	0.0
s__Microbacterium_keratanolyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02529	0.0	0.00635	0.87324	0.0	0.0	0.0
s__Tenggerimyces_flavus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01319	0.0	0.0	0.0	0.0	0.0	0.0
s__Fusobacterium_varium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45516	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_casseliflavus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21132	0.0	0.0	0.0	0.0	0.0
s__Psychrobacillus_psychrodurans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06898	0.0	0.0	0.04728	0.0	0.0
s__GGB3602_SGB66069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04912	0.0	0.0	0.0	1.14996	2.00137
s__Sporosarcina_quadrami	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0049	0.0	0.0	0.0	0.0	0.0
s__Phocaeicola_coprophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57471	0.0	0.0	0.0	0.0
s__Citrobacter_portucalensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36475	0.0	0.0	0.0	0.0
s__Photobacterium_damselae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32375	0.0	0.0	0.0	0.0
s__Barnesiella_intestinihominis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25615	0.0	0.0	0.0	0.09135
s__Campylobacter_jejuni	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11703	0.0	0.0	0.0	0.0
s__Bacteroides_caecigallinarum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08417	0.0	0.0	0.0	0.0
s__GGB53671_SGB122549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07544	0.0	0.0	0.0	0.0
s__Streptococcus_salivarius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05574	0.0	0.00599	0.0	0.14987
s__GGB9724_SGB15278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03155	0.0	0.0	0.0	0.02892
s__Streptomyces_thermocarboxydus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03041	0.0	0.0	0.0	0.0
s__Erysipelatoclostridium_ramosum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02904	0.0	0.0	0.0	0.07393
s__Streptococcus_thermophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02803	0.0	0.0	0.0	0.03742
s__Cellvibrio_sp_PSBB006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02521	0.0	0.0	0.0	0.0
s__Phenylobacterium_sp_Root1277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0247	0.0	0.0	0.0	0.0
s__Flavobacterium_endophyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.01099	0.0	0.0	0.0
s__Comamonas_suwonensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5772	0.0	0.0	0.0
s__Variovorax_paradoxus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30843	0.0	0.0	0.0
s__Catenibacterium_mitsuokai	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30478	0.0	0.0	0.0
s__Neorhizobium_xiangyangii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19766	0.03995	0.0	0.0
s__Arcanobacterium_haemolyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19707	0.0	0.0	0.0
s__Pseudomonas_seleniipraecipitans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37915	0.0	0.0
s__Flavobacterium_baculatum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19651	0.0	0.0
s__Pseudomonas_fluorescens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9929	0.0	0.0
s__Comamonas_SGB99309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66323	0.0	0.0
s__Pseudomonas_psychrophila	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60998	0.0	0.0
s__Pseudomonas_qingdaonensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60213	0.0	0.0
s__Chryseobacterium_piscium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42036	0.0	0.0
s__Acinetobacter_albensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27047	0.0	0.0
s__Stutzerimonas_stutzeri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24173	0.0	0.0
s__Halopseudomonas_bauzanensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21688	0.0	0.0
s__Nocardiopsis_sp_JB363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1864	0.0	0.0
s__Streptococcus_intermedius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12083	0.0	0.0
s__Listeria_monocytogenes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08719	0.0	0.0
s__Leucobacter_sp_L43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07945	0.0	0.0
s__Sphingobacterium_faecium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07712	0.0	0.0
s__Homoserinimonas_aerilata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07184	0.0	0.0
s__Acinetobacter_sp_ANC_4779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07005	0.0	0.0
s__Acinetobacter_sp_ANC_4862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06939	0.0	0.0
s__Sanguibacter_inulinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06377	0.0	0.0
s__Acidovorax_sp_CCYZU_2555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05953	0.0	0.0
s__Streptococcus_minor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04988	0.0	0.00065
s__Streptococcus_australis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04556	0.0	0.00296
s__Flavobacterium_viscosum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0
s__Flavobacterium_ummariense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0257	0.0	0.0
s__Pedobacter_antarcticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02303	0.0	0.0
s__Nocardiopsis_listeri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01614	0.0	0.0
s__Pedobacter_quisquiliarum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01119	0.0	0.0
s__Kaistella_flava_ex_Peng_et_al_2021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00752	0.0	0.00059
s__Parvimonas_parva	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10392	0.0
s__Eubacterium_coprostanoligenes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08766	0.0
s__Flavonifractor_SGB105860	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08608	0.0764
s__Firmicutes_unclassified_SGB47659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0434	0.03763
s__Photobacterium_piscicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01383	0.0
s__GGB6553_SGB9254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00931	0.0
s__GGB4571_SGB6321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00489	0.25275
s__Clostridium_spiroforme	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18528
s__GGB3548_SGB4744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17763
s__Clostridiales_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11226
s__Ruminococcus_gnavus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10925
s__Flavobacterium_flabelliforme	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0726
s__GGB79118_SGB105839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07246
s__GGB4251_SGB5752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06045
s__Anaerofilum_sp_An201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0599
s__Clostridia_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04597
s__Phocea_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04507
s__Parabacteroides_distasonis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04245
s__Oceanisphaera_profunda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04235
s__GGB3603_SGB4866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04205
s__GGB3819_SGB5184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04095
s__GGB71766_SGB98730	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0407
s__GGB3109_SGB4121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03686
s__GGB36351_SGB46902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02856
s__Bacteroides_SGB63885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02662
s__Carnobacterium_inhibens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01894
s__Leucobacter_sp_CX169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01875
s__Dorea_phocaeensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01816
s__GGB15589_SGB98507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0168
s__Ruthenibacterium_lactatiformans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01671
s__GGB9491_SGB14888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01516
s__Carnobacterium_jeotgali	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01515
s__GGB72037_SGB99102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01421
s__Simplicispira_psychrophila	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01392
s__GGB9469_SGB14862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01112
s__GGB4248_SGB5746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0104
s__Agathobaculum_desmolans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00969
s__GGB45559_SGB63246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00947
s__Pseudoflavonifractor_gallinarum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0078
s__GGB3576_SGB4784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00702
s__GGB42928_SGB123144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00474
s__Pseudomonas_sp_C27_2019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00435
s__Bacteroides_eggerthii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00402
s__Psychromonas_sp_SA13A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00276
s__Blautia_SGB59878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00232
s__GGB96189_SGB123146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00135
s__Phocaeicola_faecalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00128
s__Clostridium_sp_AT4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00084
s__Shewanella_glacialipiscicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00083
