name,taxonomy_id,taxonomy_lvl,MS11669_minimizer_filtered.bracken_num,MS11669_minimizer_filtered.bracken_frac,MS11670_minimizer_filtered.bracken_num,MS11670_minimizer_filtered.bracken_frac,MS11673_minimizer_filtered.bracken_num,MS11673_minimizer_filtered.bracken_frac,MS11674_minimizer_filtered.bracken_num,MS11674_minimizer_filtered.bracken_frac,MS11675_minimizer_filtered.bracken_num,MS11675_minimizer_filtered.bracken_frac,MS11676_minimizer_filtered.bracken_num,MS11676_minimizer_filtered.bracken_frac,MS11677_minimizer_filtered.bracken_num,MS11677_minimizer_filtered.bracken_frac,MS11678_minimizer_filtered.bracken_num,MS11678_minimizer_filtered.bracken_frac,MS11679_minimizer_filtered.bracken_num,MS11679_minimizer_filtered.bracken_frac,MS11683_minimizer_filtered.bracken_num,MS11683_minimizer_filtered.bracken_frac,MS11684_minimizer_filtered.bracken_num,MS11684_minimizer_filtered.bracken_frac,MS11686_minimizer_filtered.bracken_num,MS11686_minimizer_filtered.bracken_frac,MS11770_minimizer_filtered.bracken_num,MS11770_minimizer_filtered.bracken_frac,MS11771_minimizer_filtered.bracken_num,MS11771_minimizer_filtered.bracken_frac,MS11774_minimizer_filtered.bracken_num,MS11774_minimizer_filtered.bracken_frac,MS11775_minimizer_filtered.bracken_num,MS11775_minimizer_filtered.bracken_frac
Sporosarcina sp. Marseille-Q4943,2942204,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,155,0.00005,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,40,0.00003,0,0.00000,0,0.00000,60,0.00002,0,0.00000,0,0.00000
Capnocytophaga sp. H4358,1945658,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,154,0.00005,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Halomonas meridiana,29570,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,152,0.00005,538,0.00054,0,0.00000,0,0.00000,0,0.00000,0,0.00000,136,0.00012,0,0.00000,113,0.00016,0,0.00000,0,0.00000,75,0.00003
Blautia coccoides,1532,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,152,0.00005,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,113,0.00007,713,0.00030
Pseudarthrobacter equi,728066,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,152,0.00005,68,0.00007,0,0.00000,33,0.00003,24,0.00001,39,0.00003,44,0.00004,24,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Mycolicibacterium fortuitum,1766,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,151,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,60,0.00005,174,0.00015,0,0.00000,0,0.00000,0,0.00000,86,0.00005,0,0.00000
Flavobacterium columnare,996,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,151,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,117,0.00004,0,0.00000,261,0.00011
Bacillus sp. FJAT-22090,1581038,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,148,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,200,0.00017,66,0.00008,0,0.00000,57,0.00002,0,0.00000,80,0.00003
Pseudoalteromonas distincta,77608,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,147,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,114,0.00005
Priestia megaterium,1404,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,147,0.00004,0,0.00000,0,0.00000,0,0.00000,44,0.00003,0,0.00000,0,0.00000,48,0.00006,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Chryseobacterium indoltheticum,254,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,147,0.00004,42,0.00004,0,0.00000,42,0.00003,0,0.00000,0,0.00000,515,0.00044,300,0.00036,125,0.00017,2204,0.00067,0,0.00000,104,0.00004
Pseudomonas versuta,1788301,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,146,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,92,0.00003,0,0.00000,37,0.00002
Aeromicrobium duanguangcaii,2968086,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,145,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,271,0.00021,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Pseudomonas atacamensis,2565368,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,143,0.00004,0,0.00000,0,0.00000,226,0.00018,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1357,0.00041,0,0.00000,0,0.00000
Planococcus sp. MB-3u-03,2058136,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,143,0.00004,299,0.00030,0,0.00000,29,0.00002,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Candidatus Mycobacterium wuenschmannii,3027808,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,143,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Psychrobacter arenosus,256326,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,141,0.00004,293,0.00030,0,0.00000,31,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,19,0.00001
Oscillibacter sp. PEA192,2109687,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,141,0.00004,446,0.00045,0,0.00000,459,0.00037,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,461,0.00020
Bacillus sp. OxB-1,98228,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,141,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,49,0.00001,0,0.00000,0,0.00000
Psychrobacter sp. M13,3067275,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,137,0.00004,41,0.00004,0,0.00000,27,0.00002,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,42,0.00002
Fusobacterium gonidiaformans,849,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,137,0.00004,239,0.00024,0,0.00000,65,0.00005,0,0.00000,0,0.00000,37,0.00003,33,0.00004,0,0.00000,0,0.00000,107,0.00006,152,0.00006
Psychrobacter sp. YP14,2203895,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,136,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Mycolicibacterium rhodesiae,36814,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,135,0.00004,97,0.00010,0,0.00000,0,0.00000,623,0.00038,312,0.00024,90,0.00008,499,0.00061,0,0.00000,0,0.00000,96,0.00006,0,0.00000
Mycobacterium paraterrae,577492,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,135,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Flavobacterium sp. CFS9,3143118,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,135,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,203,0.00006,0,0.00000,71,0.00003
Flavobacterium anhuiense,459526,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,135,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,220,0.00007,0,0.00000,176,0.00008
Sellimonas intestinalis,1653434,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,134,0.00004,49,0.00005,0,0.00000,32,0.00003,0,0.00000,17,0.00001,43,0.00004,39,0.00005,18,0.00002,0,0.00000,54,0.00003,394,0.00017
Flavobacterium sp. KS-LB2,3120525,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,134,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,54,0.00002,0,0.00000,129,0.00006
Peribacillus simplex,1478,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,132,0.00004,0,0.00000,0,0.00000,0,0.00000,100,0.00006,124,0.00010,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Kitasatospora purpeofusca,67352,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,132,0.00004,0,0.00000,0,0.00000,0,0.00000,102,0.00006,0,0.00000,138,0.00012,0,0.00000,0,0.00000,0,0.00000,442,0.00026,0,0.00000
Lysinibacillus sphaericus,1421,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,131,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Shewanella bicestrii,2018305,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,129,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Pseudomonas sp. B33.4,3104265,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,127,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,421,0.00013,0,0.00000,0,0.00000
uncultured Ilyobacter sp.,544433,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,127,0.00004,197,0.00020,0,0.00000,113,0.00009,27,0.00002,0,0.00000,39,0.00003,72,0.00009,0,0.00000,0,0.00000,92,0.00005,97,0.00004
Yersinia hibernica,2339259,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,126,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Acinetobacter sp. TR3,3003392,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,126,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,204,0.00006,0,0.00000,0,0.00000
Curtobacterium sp. 458,3050069,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,126,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Microbacterium sp. NIBRBAC000506063,2734618,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,125,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,126,0.00010,0,0.00000,0,0.00000,0,0.00000,137,0.00004,0,0.00000,272,0.00012
Streptomyces sp. NBC_00690,2975808,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,125,0.00004,0,0.00000,0,0.00000,0,0.00000,33,0.00002,22,0.00002,0,0.00000,0,0.00000,0,0.00000,0,0.00000,46,0.00003,0,0.00000
Xylanimonas cellulosilytica,186189,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,124,0.00004,0,0.00000,0,0.00000,0,0.00000,45,0.00003,47,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Xanthomonas axonopodis,53413,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,123,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,104,0.00003,0,0.00000,0,0.00000
Microbacterium sp. 1S1,2606451,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,123,0.00004,0,0.00000,0,0.00000,0,0.00000,61,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,204,0.00006,0,0.00000,0,0.00000
Agromyces intestinalis,2592652,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,123,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Agromyces larvae,2929802,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,123,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,64,0.00003
Cellulomonas wangsupingiae,2968085,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,123,0.00004,0,0.00000,42,0.00006,0,0.00000,169,0.00010,94,0.00007,0,0.00000,0,0.00000,31,0.00004,0,0.00000,55,0.00003,0,0.00000
Miniimonas sp. S16,2171623,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,123,0.00004,0,0.00000,0,0.00000,0,0.00000,78,0.00005,114,0.00009,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Acinetobacter bouvetii,202951,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,122,0.00004,125,0.00013,0,0.00000,35,0.00003,24,0.00001,0,0.00000,0,0.00000,0,0.00000,29,0.00004,112,0.00003,67,0.00004,0,0.00000
Agrococcus sp. Marseille-Q4369,2810513,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,122,0.00004,325,0.00033,0,0.00000,0,0.00000,70,0.00004,68,0.00005,0,0.00000,50,0.00006,0,0.00000,0,0.00000,0,0.00000,58,0.00002
Cellulomonas sp. C5510,2871170,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,122,0.00004,0,0.00000,0,0.00000,0,0.00000,72,0.00004,91,0.00007,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Mycolicibacterium boenickei,146017,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,122,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Micromonospora sp. HUAS YX12,3156396,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,122,0.00004,0,0.00000,191,0.00027,0,0.00000,2104,0.00129,125,0.00010,0,0.00000,981,0.00119,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Flavobacterium haoranii,683124,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,120,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,372,0.00016
Sporosarcina sp. FSL W8-0480,2954701,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,119,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,55,0.00002,0,0.00000,0,0.00000
Methylobacterium sp. NMS14P,2894310,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,118,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Flavobacterium nitratireducens,992289,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,118,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,33,0.00001,0,0.00000,100,0.00004
Shewanella decolorationis,256839,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,117,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,64,0.00002,0,0.00000,46,0.00002
Microbacterium sp. No. 7,1714373,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,115,0.00003,0,0.00000,0,0.00000,0,0.00000,67,0.00004,112,0.00009,0,0.00000,0,0.00000,0,0.00000,0,0.00000,115,0.00007,0,0.00000
Klebsiella michiganensis,1134687,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,114,0.00003,0,0.00000,0,0.00000,0,0.00000,82,0.00005,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Kaistella jeonii,266749,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,112,0.00003,28,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,15,0.00000,0,0.00000,283,0.00012
Acinetobacter sp. WCHAc010034,1879049,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,110,0.00003,25,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,149,0.00005,30,0.00002,0,0.00000
Paraprevotella clara,454154,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,110,0.00003,27,0.00003,25,0.00004,121,0.00010,32,0.00002,0,0.00000,38,0.00003,109,0.00013,0,0.00000,0,0.00000,211,0.00013,83,0.00004
Acinetobacter sp. ACNIH2,1758189,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,109,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,253,0.00008,0,0.00000,0,0.00000
Anaerostipes sp. PC18,3036926,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,108,0.00003,0,0.00000,0,0.00000,24,0.00002,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,15,0.00001,216,0.00009
Flavobacterium panacagri,3034146,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,108,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,380,0.00011,0,0.00000,133,0.00006
Empedobacter stercoris,1628248,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,108,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Streptococcus thermophilus,1308,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,107,0.00003,0,0.00000,0,0.00000,0,0.00000,104,0.00006,142,0.00011,0,0.00000,1042,0.00126,0,0.00000,409,0.00012,68,0.00004,1500,0.00064
Mycobacterium cookii,1775,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,107,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Aeromicrobium senzhongii,2663859,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,107,0.00003,0,0.00000,0,0.00000,0,0.00000,87,0.00005,273,0.00021,0,0.00000,0,0.00000,0,0.00000,0,0.00000,55,0.00003,0,0.00000
Acinetobacter sp. A1-4-2,3156489,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,106,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,725,0.00022,0,0.00000,0,0.00000
Acinetobacter pittii,48296,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,106,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,363,0.00011,0,0.00000,0,0.00000
Streptomyces sp. NBC_00683,2903670,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,106,0.00003,0,0.00000,164,0.00024,49,0.00004,0,0.00000,0,0.00000,27,0.00002,0,0.00000,0,0.00000,0,0.00000,489,0.00029,120,0.00005
Streptomyces sp. Tue 6075,1661694,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,105,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Parolsenella massiliensis,1871022,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,105,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,196,0.00008
Acinetobacter sp. 10FS3-1,2563897,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,104,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,346,0.00010,0,0.00000,0,0.00000
Lancefieldella parvula,1382,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,103,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Microbacterium suwonense,683047,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,102,0.00003,0,0.00000,0,0.00000,0,0.00000,52,0.00003,0,0.00000,0,0.00000,0,0.00000,32,0.00004,63,0.00002,0,0.00000,60,0.00003
Mucispirillum schaedleri,248039,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,102,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Buttiauxella sp. WJP83,2986951,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,101,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Yersinia pseudotuberculosis,633,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,101,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Blautia parvula,2877527,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,101,0.00003,237,0.00024,0,0.00000,46,0.00004,0,0.00000,0,0.00000,71,0.00006,69,0.00008,0,0.00000,0,0.00000,143,0.00009,1235,0.00053
Blautia pseudococcoides,1796616,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,100,0.00003,15,0.00002,0,0.00000,31,0.00003,21,0.00001,34,0.00003,0,0.00000,23,0.00003,0,0.00000,0,0.00000,42,0.00002,165,0.00007
Marvinbryantia formatexigens,168384,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,100,0.00003,20,0.00002,0,0.00000,17,0.00001,12,0.00001,17,0.00001,27,0.00002,27,0.00003,10,0.00001,0,0.00000,42,0.00002,246,0.00011
Clostridium sp. C1,1155388,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,99,0.00003,45,0.00005,0,0.00000,42,0.00003,0,0.00000,0,0.00000,24,0.00002,31,0.00004,24,0.00003,60,0.00002,110,0.00007,428,0.00018
Agromyces soli,659012,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,99,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,159,0.00012,0,0.00000,0,0.00000,0,0.00000,66,0.00002,0,0.00000,0,0.00000
Gordonia phthalatica,1136941,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,99,0.00003,0,0.00000,0,0.00000,0,0.00000,28,0.00002,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Chryseobacterium nakagawai,1241982,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,98,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,190,0.00006,0,0.00000,85,0.00004
Microbacterium testaceum,2033,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,97,0.00003,0,0.00000,0,0.00000,0,0.00000,73,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,59,0.00002,149,0.00009,55,0.00002
Microbacterium luteum,2782167,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,97,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,32,0.00004,78,0.00002,0,0.00000,0,0.00000
Streptomyces sp. NBC_01460,2903875,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,97,0.00003,0,0.00000,0,0.00000,55,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Fusobacterium hwasookii,1583098,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,97,0.00003,190,0.00019,0,0.00000,82,0.00007,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,72,0.00004,75,0.00003
Pseudomonas sp. MM211,2866808,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,96,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,51,0.00004,0,0.00000,0,0.00000,793,0.00024,122,0.00007,0,0.00000
Bacillus thuringiensis,1428,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,96,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Flavobacterium fluviale,2249356,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,96,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,415,0.00013,0,0.00000,153,0.00007
Microbacterium sp. LWH13-1.2,3135260,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,95,0.00003,78,0.00008,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,145,0.00004,0,0.00000,114,0.00005
Klebsiella variicola,244366,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,94,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,144,0.00012,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Pseudomonas coronafaciens,53409,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,94,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Macrococcoides canis,1855823,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,94,0.00003,0,0.00000,0,0.00000,28,0.00002,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Streptomyces sp. ITFR-16,3075198,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,94,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Streptomyces sp. YPW6,2840373,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,94,0.00003,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,44,0.00004,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Nitrosopumilus piranensis,1582439,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,94,0.00003,0,0.00000,51,0.00007,0,0.00000,0,0.00000,0,0.00000,0,0.00000,67,0.00008,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Pseudomonas sp. MPC6,2498848,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,93,0.00003,0,0.00000,0,0.00000,31,0.00003,0,0.00000,0,0.00000,68,0.00006,0,0.00000,0,0.00000,199,0.00006,0,0.00000,0,0.00000
