name,taxonomy_id,taxonomy_lvl,Blank1_WH_minimizer_filtered.bracken_num,Blank1_WH_minimizer_filtered.bracken_frac,Blank2_WH_minimizer_filtered.bracken_num,Blank2_WH_minimizer_filtered.bracken_frac,KH_blank_1_minimizer_filtered.bracken_num,KH_blank_1_minimizer_filtered.bracken_frac,KH_blank_2_minimizer_filtered.bracken_num,KH_blank_2_minimizer_filtered.bracken_frac,LB_blank_1_minimizer_filtered.bracken_num,LB_blank_1_minimizer_filtered.bracken_frac,LB_blank_2_minimizer_filtered.bracken_num,LB_blank_2_minimizer_filtered.bracken_frac,MS10790_minimizer_filtered.bracken_num,MS10790_minimizer_filtered.bracken_frac,MS10902_minimizer_filtered.bracken_num,MS10902_minimizer_filtered.bracken_frac,MS10903_minimizer_filtered.bracken_num,MS10903_minimizer_filtered.bracken_frac,MS10904_minimizer_filtered.bracken_num,MS10904_minimizer_filtered.bracken_frac,MS11102_minimizer_filtered.bracken_num,MS11102_minimizer_filtered.bracken_frac,MS11103_minimizer_filtered.bracken_num,MS11103_minimizer_filtered.bracken_frac,MS11107_minimizer_filtered.bracken_num,MS11107_minimizer_filtered.bracken_frac,MS11108_minimizer_filtered.bracken_num,MS11108_minimizer_filtered.bracken_frac
Natronoglycomyces albus,2811108,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,43,0.00003,20,0.00002,19,0.00003,0,0.00000
Sinorhizobium mexicanum,375549,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,43,0.00003,0,0.00000,102,0.00014,36,0.00003
Stieleria maiorica,2795974,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,43,0.00003,0,0.00000,42,0.00006,41,0.00003
Mycolicibacterium arabiense,1286181,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,42,0.00003,39,0.00004,57,0.00008,59,0.00005
Mycobacterium sp. NBC_00419,2975989,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,42,0.00003,0,0.00000,0,0.00000,51,0.00004
Mycobacterium kubicae,120959,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,42,0.00003,33,0.00004,47,0.00006,78,0.00006
Diaminobutyricimonas sp. LJ205,2683590,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,42,0.00003,0,0.00000,0,0.00000,31,0.00003
Sphingomonas sediminicola,386874,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,42,0.00003,0,0.00000,48,0.00006,51,0.00004
Microlunatus soli,630515,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,41,0.00002,34,0.00004,44,0.00006,63,0.00005
Thiohalobacter sp. IOR34,3057176,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,41,0.00002,0,0.00000,52,0.00007,0,0.00000
Geothrix sp. 21YS21S-2,3068893,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,41,0.00002,0,0.00000,67,0.00009,0,0.00000
Arthrobacter sulfonylureivorans,2486855,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,40,0.00002,0,0.00000,0,0.00000,30,0.00002
Methylobacterium nodulans,114616,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,40,0.00002,0,0.00000,129,0.00017,45,0.00004
Melittangium boletus,83453,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,40,0.00002,0,0.00000,76,0.00010,51,0.00004
Mycolicibacterium psychrotolerans,216929,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,39,0.00002,0,0.00000,62,0.00008,40,0.00003
Mycobacterium spongiae,886343,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,39,0.00002,0,0.00000,0,0.00000,20,0.00002
Gordonia sp. SL306,2995145,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,39,0.00002,28,0.00003,35,0.00005,42,0.00003
Microlunatus sp. Gsoil 973,2672569,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,39,0.00002,0,0.00000,35,0.00005,26,0.00002
Deinococcus metallilatus,1211322,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,39,0.00002,0,0.00000,0,0.00000,0,0.00000
Mycolicibacterium aurum,1791,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,38,0.00002,53,0.00006,49,0.00007,58,0.00005
Bradyrhizobium sp. CB82,3039159,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,38,0.00002,0,0.00000,208,0.00028,93,0.00008
Aquabacter sp. L1I39,2820278,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,38,0.00002,0,0.00000,116,0.00015,49,0.00004
Stigmatella aurantiaca,41,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,38,0.00002,58,0.00007,123,0.00016,75,0.00006
uncultured Paludibaculum sp.,1765020,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,38,0.00002,18,0.00002,117,0.00016,61,0.00005
Hoyosella subflava,639313,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,37,0.00002,21,0.00002,35,0.00005,0,0.00000
Gemmata sp. SH-PL17,1630693,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,37,0.00002,26,0.00003,133,0.00018,113,0.00009
Mycolicibacterium helvum,1534349,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,36,0.00002,0,0.00000,0,0.00000,30,0.00002
Gordonia insulae,2420509,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,36,0.00002,0,0.00000,33,0.00004,39,0.00003
Leucobacter sp. Psy1,2875729,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,36,0.00002,0,0.00000,45,0.00006,0,0.00000
Ruania alkalisoli,2779775,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,36,0.00002,0,0.00000,0,0.00000,30,0.00002
Methylocella silvestris,199596,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,36,0.00002,0,0.00000,37,0.00005,0,0.00000
Pleomorphomonas sp. PLEO,3239306,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,36,0.00002,0,0.00000,0,0.00000,20,0.00002
Lacunisphaera limnophila,1838286,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,36,0.00002,73,0.00008,104,0.00014,49,0.00004
Chondromyces crocatus,52,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,36,0.00002,21,0.00002,81,0.00011,40,0.00003
Mycobacterium ostraviense,2738409,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,35,0.00002,0,0.00000,0,0.00000,36,0.00003
Rhodococcus sp. P1Y,1302308,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,35,0.00002,0,0.00000,30,0.00004,28,0.00002
Microbacterium sp. zg-B185,3049070,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,35,0.00002,0,0.00000,0,0.00000,30,0.00002
Glaciihabitans sp. INWT7,2596912,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,35,0.00002,0,0.00000,0,0.00000,18,0.00001
Thermaerobacter marianensis,73919,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,35,0.00002,0,0.00000,89,0.00012,0,0.00000
Bradyrhizobium canariense,255045,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,35,0.00002,32,0.00004,118,0.00016,86,0.00007
Pontivivens ytuae,2789856,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,35,0.00002,0,0.00000,40,0.00005,0,0.00000
Paludibaculum fermentans,1473598,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,35,0.00002,0,0.00000,131,0.00017,49,0.00004
Symbiobacterium thermophilum,2734,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,34,0.00002,0,0.00000,46,0.00006,26,0.00002
Microvirga ossetica,1882682,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,34,0.00002,0,0.00000,136,0.00018,50,0.00004
Mycobacterium heidelbergense,53376,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,33,0.00002,0,0.00000,0,0.00000,55,0.00004
Mycobacterium mantenii,560555,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,33,0.00002,26,0.00003,28,0.00004,48,0.00004
Frondihabitans sp. PAMC 28766,1795630,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,33,0.00002,44,0.00005,54,0.00007,41,0.00003
Roseomonas fluvialis,1750527,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,33,0.00002,0,0.00000,65,0.00009,37,0.00003
Spiribacter halobius,2182432,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,33,0.00002,0,0.00000,52,0.00007,27,0.00002
Magnetospirillum gryphiswaldense,55518,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,32,0.00002,0,0.00000,0,0.00000,46,0.00004
Occallatibacter riparius,1002689,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,32,0.00002,0,0.00000,45,0.00006,33,0.00003
Microvirga sp. VF16,2807101,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,31,0.00002,0,0.00000,94,0.00012,38,0.00003
Parasphingopyxis algicola,2026624,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,31,0.00002,0,0.00000,41,0.00005,18,0.00001
Candidatus Mycobacterium methanotrophicum,2943498,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,30,0.00002,18,0.00002,44,0.00006,39,0.00003
Paraflavitalea speifideaquila,3076558,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,30,0.00002,0,0.00000,0,0.00000,23,0.00002
Planctomyces sp. SH-PL14,1632864,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,30,0.00002,20,0.00002,61,0.00008,48,0.00004
Planctellipticum variicoloris,3064265,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,30,0.00002,0,0.00000,66,0.00009,44,0.00004
Mycobacterium simiae,1784,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,28,0.00002,0,0.00000,36,0.00005,24,0.00002
Mycobacterium lentiflavum,141349,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,28,0.00002,0,0.00000,0,0.00000,46,0.00004
Mycobacterium vicinigordonae,1719132,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,28,0.00002,0,0.00000,0,0.00000,25,0.00002
Mycobacterium paragordonae,1389713,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,28,0.00002,29,0.00003,45,0.00006,35,0.00003
Alloacidobacterium dinghuense,2763107,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,28,0.00002,33,0.00004,74,0.00010,30,0.00002
Mycobacterium lacus,169765,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,27,0.00002,17,0.00002,0,0.00000,21,0.00002
Candidatus Mycobacterium wuenschmannii,3027808,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,27,0.00002,28,0.00003,0,0.00000,24,0.00002
Vulcanimicrobium alpinum,3016050,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,27,0.00002,0,0.00000,71,0.00009,25,0.00002
Sediminicoccus sp. KRV36,3133721,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,27,0.00002,0,0.00000,35,0.00005,0,0.00000
Thioalkalivibrio paradoxus,108010,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,27,0.00002,0,0.00000,38,0.00005,0,0.00000
Botrimarina mediterranea,2528022,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,27,0.00002,0,0.00000,69,0.00009,34,0.00003
Pirellulimonas nuda,2528009,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,27,0.00002,23,0.00003,75,0.00010,62,0.00005
Humisphaera borealis,2807512,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,27,0.00002,0,0.00000,111,0.00015,31,0.00003
Mycobacterium noviomagense,459858,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,26,0.00002,19,0.00002,0,0.00000,22,0.00002
Rhodococcus sovatensis,1805840,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,26,0.00002,0,0.00000,0,0.00000,38,0.00003
Austwickia chelonae,100225,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,26,0.00002,0,0.00000,0,0.00000,0,0.00000
Demequina sp. TMPB413,2881056,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,26,0.00002,0,0.00000,0,0.00000,23,0.00002
Caldinitratiruptor microaerophilus,671077,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,26,0.00002,0,0.00000,75,0.00010,42,0.00003
Neorhizobium galegae,399,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,26,0.00002,0,0.00000,149,0.00020,324,0.00026
Mycobacterium basiliense,2094119,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,25,0.00002,19,0.00002,0,0.00000,16,0.00001
Mycobacterium xenopi,1789,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,25,0.00002,0,0.00000,0,0.00000,45,0.00004
Acidimicrobium ferrooxidans,53635,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,25,0.00002,0,0.00000,114,0.00015,56,0.00005
Deinococcus aetherius,200252,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,25,0.00002,31,0.00004,48,0.00006,39,0.00003
Mesorhizobium sp. NBSH29,2654249,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,25,0.00002,0,0.00000,0,0.00000,23,0.00002
Mycobacterium stomatepiae,470076,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,24,0.00001,0,0.00000,0,0.00000,29,0.00002
Mycobacterium malmoense,1780,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,24,0.00001,0,0.00000,0,0.00000,27,0.00002
Gemmatimonas aurantiaca,173480,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,24,0.00001,0,0.00000,63,0.00008,16,0.00001
Limnoglobus roseus,2598579,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,24,0.00001,18,0.00002,131,0.00017,71,0.00006
Mycobacterium shigaense,722731,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,23,0.00001,0,0.00000,0,0.00000,26,0.00002
Mycobacterium kansasii,1768,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,23,0.00001,0,0.00000,39,0.00005,17,0.00001
Propionibacterium australiense,119981,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,23,0.00001,0,0.00000,0,0.00000,0,0.00000
Wenzhouxiangella marina,1579979,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,23,0.00001,0,0.00000,37,0.00005,0,0.00000
Opitutus terrae,107709,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,23,0.00001,0,0.00000,90,0.00012,37,0.00003
Sulfidibacter corallicola,2818388,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,23,0.00001,0,0.00000,37,0.00005,18,0.00001
Thiocapsa sp.,2024551,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,22,0.00001,0,0.00000,47,0.00006,0,0.00000
Aquisalimonas sp. 2447,2740807,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,21,0.00001,0,0.00000,35,0.00005,0,0.00000
Gemmatimonas phototrophica,1379270,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,21,0.00001,0,0.00000,63,0.00008,15,0.00001
Deinococcus sp. AB2017081,3093660,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,20,0.00001,0,0.00000,27,0.00004,21,0.00002
Aeoliella mucimassa,2527972,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,20,0.00001,0,0.00000,29,0.00004,20,0.00002
Rubrobacter marinus,2653852,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,19,0.00001,0,0.00000,54,0.00007,75,0.00006
Gloeobacter kilaueensis,1416614,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,19,0.00001,0,0.00000,23,0.00003,23,0.00002
Mycobacterium riyadhense,486698,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,18,0.00001,23,0.00003,37,0.00005,40,0.00003
Mycobacterium haemophilum,29311,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,18,0.00001,15,0.00002,0,0.00000,13,0.00001
Flagellatimonas centrodinii,2806210,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,18,0.00001,0,0.00000,19,0.00003,13,0.00001
Mycobacterium sp. Aquia_216,2991729,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,17,0.00001,0,0.00000,0,0.00000,32,0.00003
Stieleria varia,2528005,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,17,0.00001,0,0.00000,17,0.00002,0,0.00000
Rubrobacter indicoceani,2051957,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,16,0.00001,0,0.00000,0,0.00000,0,0.00000
Rhizobium etli,29449,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,16,0.00001,0,0.00000,84,0.00011,75,0.00006
Candidatus Korobacter versatilis,658062,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,15,0.00001,0,0.00000,56,0.00007,30,0.00002
Salinibacter ruber,146919,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,12,0.00001,0,0.00000,24,0.00003,12,0.00001
Alcaligenes faecalis,511,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,13346,0.01508,4836,0.00643,47056,0.03820
Klebsiella pneumoniae,573,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,6556,0.00741,0,0.00000,2528,0.00205
Denitrificimonas caeni,521720,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1606,0.00181,0,0.00000,189,0.00015
Moraxella osloensis,34062,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1019,0.00115,215,0.00029,101,0.00008
Sphingopyxis granuli,267128,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,939,0.00106,671,0.00089,2367,0.00192
Variovorax sp. WDL1,207745,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,873,0.00099,2153,0.00286,370,0.00030
Paracoccus methylovorus,2812658,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,739,0.00083,0,0.00000,0,0.00000
